i.no,Model,Brand,Size,Store SI No,Laptop Serial No,PO Numbers,Warranty End - EOL,Age in Months,Cost Center,Admin,Site,Status,Physical Location,Warranty Start Date,Warranty End Date,Warranty End Qtr,Assigned NTID,Emp ID,Employee Full Name,Employee Type,CC,Assigned Dept,New Hire/Replacement/Loner,Assign Date,Issues with Keyboard and Mouse (Y/N),Docking SI.No (Y/N),Remarks,Age Left in Months,Serial No,Assigned To,Location,Warranty Month
367.0,EliteBook 840,Dell,17 inch,ST3987,2034373413493.0,PO338025,2027-01-29,17.0,CC102,admin2,Mumbai,Expired,"1287 Williams Lake, North Hunter, FL 23728",2024-01-30,2027-01-29,Q1-2027,palmermelanie,EMP6677,Christopher Sanchez,Intern,CC101,Operations,Replacement,2026-06-05,N,Y,Good in these no turn whatever light.,19.0,,,,2027-01
368.0,EliteBook 840,Dell,14 inch,ST3429,8141889500105.0,PO433096,2026-09-12,21.0,CC102,admin1,Bangalore,Returned,"94362 Joseph Rapids, East Christine, IL 41375",2023-09-13,2026-09-12,Q3-2026,tjohnson,EMP3318,Thomas Santana,Contract,CC102,HR,Replacement,2024-02-09,N,N,Child place likely nice positive travel offer.,15.0,,,,2026-09
369.0,EliteBook 840,HP,16 inch,ST4160,2031312683658.0,PO690705,2026-03-11,27.0,CC104,admin1,Bangalore,Expired,"Unit 7428 Box 0411, DPO AE 86803",2023-03-12,2026-03-11,Q1-2026,petersondavid,EMP5079,Tricia Mccoy,Intern,CC103,Operations,Loner,2023-05-12,Y,Y,Hair inside return however.,9.0,,,,2026-03
370.0,EliteBook 840,HP,15 inch,ST4400,3579020381682.0,PO645872,2027-06-08,12.0,CC103,admin2,Bangalore,Expired,"654 Robert Plains, East Luke, TN 18202",2024-06-08,2027-06-08,Q2-2027,raymond62,EMP8391,Derek Ferguson,Intern,CC103,Finance,Loner,2025-12-24,Y,N,Pass perform million thought produce build.,24.0,,,,2027-06
371.0,ThinkPad T14,HP,15 inch,ST3551,1930072104391.0,PO839468,2026-03-03,27.0,CC103,admin1,Hyderabad,Returned,"480 Collins Forges Apt. 257, West Elizabeth, WA 62313",2023-03-04,2026-03-03,Q1-2026,jasmine68,EMP1400,Amber Rodriguez,Full Time,CC101,Finance,New Hire,2024-03-30,Y,N,Indeed knowledge approach style pattern.,9.0,,,,2026-03
372.0,ThinkPad T14,Dell,16 inch,ST4637,3669333140653.0,PO172058,2026-11-29,19.0,CC101,admin3,Hyderabad,Returned,"928 Mcdowell Wells, North Sandra, NY 92893",2023-11-30,2026-11-29,Q4-2026,danielreid,EMP3656,Derek Christensen,Intern,CC101,HR,Replacement,2026-02-18,Y,Y,Career return better various maintain.,17.0,,,,2026-11
373.0,ThinkPad T14,Lenovo,15 inch,ST6842,7301858648400.0,PO368577,2026-05-17,25.0,CC103,admin2,Delhi,Assigned,"7428 Dickerson Causeway Suite 745, Lake Toddhaven, MN 95811",2023-05-18,2026-05-17,Q2-2026,wwade,EMP9743,Mr. Alexander Hernandez Jr.,Full Time,CC101,IT,New Hire,2024-03-04,N,Y,Each great property beautiful require.,11.0,,,,2026-05
374.0,Latitude 5410,HP,16 inch,ST9386,2720643582104.0,PO892807,2027-06-05,12.0,CC101,admin1,Bangalore,Active,"1547 Moore Haven, New Johnport, IN 19695",2024-06-05,2027-06-05,Q2-2027,timothy72,EMP3427,Daniel Thomas,Contract,CC104,HR,New Hire,2026-10-06,N,N,Key shake tough manage.,24.0,,,,2027-06
375.0,EliteBook 840,Lenovo,16 inch,ST3076,9522478122639.0,PO805120,2026-11-13,19.0,CC104,admin2,Hyderabad,Active,"92230 Diana Isle Suite 438, Jeanmouth, IL 09050",2023-11-14,2026-11-13,Q4-2026,james37,EMP3338,Jamie Turner,Full Time,CC104,IT,New Hire,2023-12-10,Y,Y,Water girl soldier seek throughout.,17.0,,,,2026-11
376.0,EliteBook 840,HP,15 inch,ST4327,7783497740422.0,PO409546,2026-09-19,21.0,CC103,admin3,Mumbai,Returned,"482 Marcus Tunnel, Davidview, UT 49749",2023-09-20,2026-09-19,Q3-2026,jessicafleming,EMP8795,Darren Gray,Intern,CC102,Finance,Replacement,2024-05-01,Y,N,Discover bag dark use.,15.0,,,,2026-09
377.0,Latitude 5410,Dell,17 inch,ST6109,7506413428521.0,PO670353,2026-07-30,23.0,CC101,admin2,Mumbai,Expired,"21958 Kyle Trafficway Apt. 046, Michaelstad, NH 40281",2023-07-31,2026-07-30,Q3-2026,shayes,EMP6231,Daniel Terry,Intern,CC104,HR,New Hire,2026-06-09,Y,Y,Amount quickly subject wear key cause which.,13.0,,,,2026-07
378.0,ThinkPad T14,Dell,13 inch,ST1758,7693891384712.0,PO243259,2025-06-29,36.0,CC103,admin2,Bangalore,Assigned,"79714 April Spring Apt. 177, Lake Jessicatown, PA 47964",2022-06-30,2025-06-29,Q2-2025,megan69,EMP5701,Christian Hays,Intern,CC102,IT,Loner,2025-06-10,N,Y,Star five note half forget.,0.0,,,,2025-06
379.0,Latitude 5410,HP,14 inch,ST1476,2535924976820.0,PO273928,2026-06-24,24.0,CC103,admin2,Hyderabad,Active,"9096 Harry Shore, Port Nicholeport, ID 76000",2023-06-25,2026-06-24,Q2-2026,tanner37,EMP6961,Corey Kramer,Full Time,CC104,IT,Loner,2026-04-23,Y,Y,Student set party system including million.,12.0,,,,2026-06
380.0,MacBook Pro,Dell,13 inch,ST2469,6101780048399.0,PO120927,2027-01-13,17.0,CC103,admin3,Delhi,Expired,"715 Stephen Highway, Lake David, TN 62135",2024-01-14,2027-01-13,Q1-2027,wilcoxchristopher,EMP3725,David Wright,Contract,CC104,HR,Replacement,2026-09-22,Y,N,Yet responsibility although lead laugh close.,19.0,,,,2027-01
381.0,EliteBook 840,Dell,15 inch,ST7904,2767291004534.0,PO395043,2026-02-28,27.0,CC102,admin3,Mumbai,Expired,"810 Henry Spur Apt. 450, Lake Jenniferchester, IL 96207",2023-03-01,2026-02-28,Q1-2026,hpalmer,EMP8852,Julie Rosario,Full Time,CC102,IT,Replacement,2024-05-07,N,N,Appear Congress particularly.,9.0,,,,2026-02
382.0,EliteBook 840,Lenovo,17 inch,ST5174,6942625464574.0,PO121515,2025-10-10,32.0,CC103,admin1,Bangalore,Returned,"857 Henry Mountains, Lake Ryan, AK 84781",2022-10-11,2025-10-10,Q4-2025,phillipwilliams,EMP6961,William Williams,Intern,CC104,Finance,Replacement,2025-01-08,Y,Y,Wonder prevent finally nice.,4.0,,,,2025-10
383.0,ThinkPad T14,Lenovo,14 inch,ST6964,3999781118714.0,PO626899,2027-02-05,16.0,CC104,admin1,Bangalore,Expired,"9796 Smith Spring Apt. 639, West Meganberg, DC 84791",2024-02-06,2027-02-05,Q1-2027,cynthiasolis,EMP9813,Carlos Bradley DVM,Contract,CC101,HR,Replacement,2024-11-13,N,Y,Hot wish include stock.,20.0,,,,2027-02
384.0,ThinkPad T14,Lenovo,15 inch,ST2795,5117998080381.0,PO468007,2027-02-10,16.0,CC101,admin1,Hyderabad,Active,"10815 Kevin Lakes Apt. 126, Anthonyport, AL 56184",2024-02-11,2027-02-10,Q1-2027,christine47,EMP5223,Mark Ford,Contract,CC104,Operations,Loner,2025-06-01,Y,Y,Spring must size PM throw defense budget require.,20.0,,,,2027-02
385.0,MacBook Pro,Lenovo,13 inch,ST3036,1530181907120.0,PO366439,2026-03-01,27.0,CC103,admin1,Hyderabad,Assigned,"Unit 3604 Box 9757, DPO AE 88444",2023-03-02,2026-03-01,Q1-2026,robinsonlisa,EMP4248,Luke Porter,Full Time,CC103,Finance,Replacement,2023-05-17,Y,Y,Visit offer hospital.,9.0,,,,2026-03
386.0,ThinkPad T14,Lenovo,15 inch,ST7600,4485032744607.0,PO130892,2026-01-13,29.0,CC102,admin3,Bangalore,Active,"705 Hernandez Trafficway, Matthewfurt, VT 31442",2023-01-14,2026-01-13,Q1-2026,brandonpeck,EMP3253,Shawn Mosley,Intern,CC101,HR,Replacement,2025-01-03,N,N,Movie floor individual place whole but.,7.0,,,,2026-01
387.0,ThinkPad T14,Dell,17 inch,ST5150,4983018716094.0,PO178278,2027-05-09,13.0,CC103,admin3,Mumbai,Returned,"55851 Daniel Fort, North Jasonmouth, SD 35115",2024-05-09,2027-05-09,Q2-2027,jacobgreen,EMP3955,Alex Williams,Full Time,CC102,Finance,New Hire,2024-12-09,Y,N,Item exactly again edge property sign here.,23.0,,,,2027-05
388.0,MacBook Pro,Dell,15 inch,ST3435,3384482072296.0,PO310974,2025-08-27,34.0,CC102,admin3,Bangalore,Returned,"Unit 7255 Box 8982, DPO AE 20819",2022-08-28,2025-08-27,Q3-2025,caldwellamy,EMP6145,Julia Martin,Full Time,CC103,Finance,Replacement,2024-02-19,N,Y,Also yes bill official hour though.,2.0,,,,2025-08
389.0,Latitude 5410,Lenovo,13 inch,ST8650,6900628755242.0,PO528550,2025-07-17,35.0,CC102,admin3,Delhi,Active,"Unit 5808 Box 4814, DPO AP 28861",2022-07-18,2025-07-17,Q3-2025,alexisparker,EMP1902,Samuel Williamson,Contract,CC101,Operations,New Hire,2024-08-16,N,N,What about quickly station.,1.0,,,,2025-07
390.0,EliteBook 840,HP,14 inch,ST6994,994606289887.0,PO528110,2026-06-20,24.0,CC101,admin3,Hyderabad,Active,"257 Merritt Way Apt. 232, Jensenfurt, UT 39699",2023-06-21,2026-06-20,Q2-2026,nathan80,EMP7780,William Bauer,Full Time,CC102,HR,Loner,2026-02-13,Y,Y,Industry expert audience take peace move.,12.0,,,,2026-06
391.0,ThinkPad T14,HP,17 inch,ST6863,4201054369082.0,PO702752,2026-12-29,18.0,CC104,admin1,Delhi,Returned,"912 Oconnor Mountains, North Davidfort, VA 97575",2023-12-30,2026-12-29,Q4-2026,lsmith,EMP4961,Leslie Powell,Intern,CC102,IT,New Hire,2026-05-10,N,Y,On point admit child.,18.0,,,,2026-12
392.0,ThinkPad T14,HP,16 inch,ST1931,2334329775331.0,PO379580,2027-01-12,17.0,CC102,admin2,Bangalore,Expired,"542 Cathy Curve Suite 045, South Richard, VT 42283",2024-01-13,2027-01-12,Q1-2027,cmcdowell,EMP9580,Peggy Brown,Full Time,CC102,IT,New Hire,2024-02-01,Y,Y,Almost PM professor bad down like sing.,19.0,,,,2027-01
393.0,EliteBook 840,Apple,13 inch,ST8057,8636628861925.0,PO906454,2026-02-25,28.0,CC101,admin3,Delhi,Assigned,"2565 David Freeway Apt. 971, Christophertown, AZ 58250",2023-02-26,2026-02-25,Q1-2026,susanpeterson,EMP2535,Anna Gilmore,Contract,CC104,Finance,Loner,2023-09-21,Y,Y,Recognize base name off.,8.0,,,,2026-02
394.0,EliteBook 840,Apple,17 inch,ST2336,2239774047197.0,PO447650,2026-07-25,23.0,CC104,admin3,Delhi,Assigned,"0355 Sean Gateway Suite 727, Port Savannah, CT 34973",2023-07-26,2026-07-25,Q3-2026,fbrock,EMP9885,Michael Brown,Contract,CC103,IT,Loner,2026-06-05,N,N,Join any floor professional move say.,13.0,,,,2026-07
395.0,Latitude 5410,HP,16 inch,ST5897,6821167421101.0,PO950506,2026-09-03,21.0,CC104,admin2,Hyderabad,Active,"15229 Jeffrey Junctions Apt. 121, New Trevorland, LA 13745",2023-09-04,2026-09-03,Q3-2026,michaelvillegas,EMP4728,Robert Chambers,Full Time,CC101,Finance,Loner,2023-11-02,N,Y,Born would event analysis.,15.0,,,,2026-09
396.0,MacBook Pro,Dell,17 inch,ST9788,4404532329633.0,PO958814,2025-11-05,31.0,CC102,admin1,Bangalore,Assigned,"Unit 2102 Box 9990, DPO AP 88909",2022-11-06,2025-11-05,Q4-2025,gobrien,EMP5452,Rebecca Gonzalez,Contract,CC104,Finance,Replacement,2024-02-08,Y,N,Huge black support.,5.0,,,,2025-11
397.0,ThinkPad T14,HP,16 inch,ST9982,5156311646682.0,PO633687,2025-12-28,30.0,CC101,admin1,Bangalore,Returned,"339 Gross Lodge Suite 670, Heatherburgh, NJ 63218",2022-12-29,2025-12-28,Q4-2025,youngjennifer,EMP3094,Matthew Singleton,Intern,CC103,Finance,Replacement,2025-11-25,N,Y,Hospital provide article.,6.0,,,,2025-12
398.0,EliteBook 840,Lenovo,15 inch,ST3623,6703397928141.0,PO682447,2026-11-16,19.0,CC102,admin3,Hyderabad,Returned,"70629 Carson Plain, Weberhaven, AL 72755",2023-11-17,2026-11-16,Q4-2026,pacenancy,EMP5383,Sarah Williams,Intern,CC104,HR,Replacement,2023-12-24,Y,N,Event minute understand easy marriage nearly newspaper.,17.0,,,,2026-11
399.0,ThinkPad T14,HP,14 inch,ST4805,4211234424913.0,PO664341,2026-11-07,19.0,CC102,admin3,Mumbai,Expired,"71278 Joseph Forks, Lambport, ND 64826",2023-11-08,2026-11-07,Q4-2026,dadkins,EMP9976,Jonathan Moore,Contract,CC104,Operations,Loner,2024-03-05,Y,Y,Her suggest tend top very third.,17.0,,,,2026-11
400.0,ThinkPad T14,HP,13 inch,ST6918,6289170858404.0,PO733015,2026-07-23,23.0,CC102,admin1,Delhi,Assigned,"2291 Robinson Drives, Dudleymouth, NE 45981",2023-07-24,2026-07-23,Q3-2026,tony07,EMP5820,Tommy Jackson,Contract,CC101,IT,New Hire,2023-10-04,Y,N,Reason beat herself effort after.,13.0,,,,2026-07
401.0,MacBook Pro,Lenovo,15 inch,ST2578,9331617980425.0,PO555871,2025-07-19,35.0,CC104,admin2,Bangalore,Expired,"PSC 1020, Box 3975, APO AP 05499",2022-07-20,2025-07-19,Q3-2025,oramirez,EMP4032,Kathleen Smith,Intern,CC104,IT,Replacement,2025-05-09,N,Y,Opportunity southern current truth just person soldier.,1.0,,,,2025-07
402.0,MacBook Pro,Dell,14 inch,ST2432,4006000357089.0,PO700281,2027-01-12,17.0,CC101,admin2,Bangalore,Returned,"643 Jacob Lodge Apt. 294, Lake Lacey, TX 69091",2024-01-13,2027-01-12,Q1-2027,freemanchristie,EMP3735,Denise Davis,Full Time,CC101,Operations,Loner,2024-02-15,N,Y,Because nearly woman interview drop cell condition.,19.0,,,,2027-01
403.0,ThinkPad T14,Apple,15 inch,ST7585,7592810049629.0,PO586588,2026-06-15,24.0,CC103,admin3,Hyderabad,Expired,"2719 Neal Light, Shawnberg, NJ 47568",2023-06-16,2026-06-15,Q2-2026,douglas85,EMP9971,Christina Graham,Intern,CC101,IT,New Hire,2024-11-29,Y,N,Television sport have affect.,12.0,,,,2026-06
404.0,ThinkPad T14,Lenovo,13 inch,ST1935,4681981037467.0,PO658703,2025-08-14,34.0,CC104,admin1,Hyderabad,Active,"Unit 3875 Box 5276, DPO AP 10667",2022-08-15,2025-08-14,Q3-2025,jeremyknight,EMP1121,Steven Kelly,Contract,CC104,Finance,New Hire,2023-07-20,Y,N,Sit result leg charge official.,2.0,,,,2025-08
405.0,EliteBook 840,Dell,13 inch,ST8065,8828987050106.0,PO255154,2025-07-20,35.0,CC103,admin3,Mumbai,Expired,"608 Graham Heights Suite 369, Thompsonland, SC 13368",2022-07-21,2025-07-20,Q3-2025,jasongilbert,EMP6153,Jennifer Simmons,Intern,CC104,Finance,New Hire,2025-04-18,N,N,Federal born those chance.,1.0,,,,2025-07
406.0,Latitude 5410,HP,16 inch,ST2879,9973212936720.0,PO529746,2026-07-24,23.0,CC101,admin3,Hyderabad,Active,"54372 Lane Walks, Lake Amychester, IA 57424",2023-07-25,2026-07-24,Q3-2026,hayers,EMP5857,Robert Chambers,Full Time,CC102,HR,Loner,2026-02-12,Y,N,Network yard call.,13.0,,,,2026-07
407.0,MacBook Pro,Lenovo,13 inch,ST9113,6794614921304.0,PO190866,2026-02-26,28.0,CC101,admin3,Hyderabad,Expired,"64495 Carpenter Mill Apt. 231, Ronaldstad, FL 88132",2023-02-27,2026-02-26,Q1-2026,turnerashley,EMP7747,Michael Herring,Contract,CC101,Operations,Loner,2025-08-01,Y,N,Vote go measure economic reflect cold within third.,8.0,,,,2026-02
408.0,ThinkPad T14,Apple,14 inch,ST5381,4933972254057.0,PO758347,2026-02-18,28.0,CC103,admin3,Mumbai,Returned,"96772 Wolf Course Apt. 078, Gibsonside, DE 82342",2023-02-19,2026-02-18,Q1-2026,angela07,EMP6443,Amy Woodard,Full Time,CC103,Finance,New Hire,2024-11-28,Y,N,Hotel contain view.,8.0,,,,2026-02
409.0,MacBook Pro,Dell,15 inch,ST4286,8667879990201.0,PO595278,2026-05-04,25.0,CC101,admin1,Delhi,Active,"57329 Callahan Lakes, South Glennview, KY 43085",2023-05-05,2026-05-04,Q2-2026,mistygonzalez,EMP2690,Joseph Navarro,Intern,CC101,HR,Replacement,2026-04-01,Y,N,Ever feel reality leader.,11.0,,,,2026-05
410.0,EliteBook 840,HP,17 inch,ST8682,86496758007.0,PO109725,2025-11-24,31.0,CC103,admin3,Hyderabad,Expired,"27208 Duane Bypass Apt. 915, South Brookefurt, IL 25571",2022-11-25,2025-11-24,Q4-2025,zsmith,EMP4301,Nicholas Smith,Contract,CC104,Finance,Replacement,2022-12-22,N,Y,Production miss look property nearly ever.,5.0,,,,2025-11
411.0,EliteBook 840,HP,17 inch,ST5222,2846837188072.0,PO727721,2025-06-22,36.0,CC103,admin1,Bangalore,Active,"210 Page Via Apt. 996, New Jeremyhaven, MA 93131",2022-06-23,2025-06-22,Q2-2025,rollinsjacob,EMP6388,Karen Sweeney,Full Time,CC104,HR,Replacement,2022-12-06,Y,N,News box road enjoy few person.,0.0,,,,2025-06
412.0,MacBook Pro,HP,14 inch,ST6854,6730106167959.0,PO860338,2026-10-10,20.0,CC103,admin3,Delhi,Active,"736 Mitchell Lights, Brownburgh, VA 52836",2023-10-11,2026-10-10,Q4-2026,nguyenjustin,EMP4703,Ryan Porter,Intern,CC104,IT,Replacement,2025-07-29,Y,N,When him represent guy move shake truth.,16.0,,,,2026-10
413.0,MacBook Pro,HP,14 inch,ST2066,9462768093167.0,PO824056,2026-11-27,19.0,CC102,admin1,Bangalore,Expired,"448 Graham View, Kevinchester, ND 50953",2023-11-28,2026-11-27,Q4-2026,murraycarol,EMP6472,Antonio Richards,Intern,CC101,IT,Replacement,2024-12-30,Y,Y,A vote education history its.,17.0,,,,2026-11
414.0,EliteBook 840,HP,15 inch,ST3019,1678945120009.0,PO654939,2026-02-24,28.0,CC102,admin3,Mumbai,Assigned,"6409 James Point, Jamestown, NY 20767",2023-02-25,2026-02-24,Q1-2026,ashley50,EMP6245,Joshua Mills,Full Time,CC103,IT,Loner,2023-10-22,N,N,Concern letter enter personal third film around child.,8.0,,,,2026-02
415.0,EliteBook 840,Lenovo,16 inch,ST5176,3733265828450.0,PO270852,2026-08-23,22.0,CC103,admin1,Delhi,Returned,"25479 Grant Plain, Mooreside, MD 76450",2023-08-24,2026-08-23,Q3-2026,jacobperkins,EMP4562,Lindsay Harris,Contract,CC102,HR,Loner,2023-08-26,Y,Y,Pass door behavior.,14.0,,,,2026-08
416.0,MacBook Pro,Apple,16 inch,ST5650,6042643683343.0,PO457495,2026-08-27,22.0,CC102,admin1,Bangalore,Assigned,"29710 Cynthia Rest Suite 258, Shannonbury, TX 21681",2023-08-28,2026-08-27,Q3-2026,robinsontimothy,EMP7811,Emily Cochran,Full Time,CC103,IT,New Hire,2025-01-18,Y,Y,Event let accept age usually evening group.,14.0,,,,2026-08
417.0,MacBook Pro,Dell,16 inch,ST8568,8252949398300.0,PO315596,2026-11-13,19.0,CC101,admin3,Hyderabad,Assigned,"71530 Wendy Underpass Suite 898, Port Stevenbury, IA 32278",2023-11-14,2026-11-13,Q4-2026,jguerrero,EMP3909,Charles Suarez,Intern,CC101,Finance,New Hire,2026-11-02,Y,Y,Finally health everything hope.,17.0,,,,2026-11
418.0,Latitude 5410,HP,16 inch,ST5919,7175833778389.0,PO799672,2027-03-09,15.0,CC104,admin2,Bangalore,Assigned,"732 Angela Ridge Apt. 066, Port Sydneymouth, MI 58856",2024-03-09,2027-03-09,Q1-2027,ksanders,EMP8822,Tara Peters,Contract,CC103,Operations,Loner,2025-09-19,Y,Y,Out enough scientist stand ask win against.,21.0,,,,2027-03
419.0,Latitude 5410,HP,16 inch,ST9674,5587719973344.0,PO985120,2025-09-28,33.0,CC103,admin1,Delhi,Expired,"2668 Wall Unions, Port Ruben, IL 61107",2022-09-29,2025-09-28,Q3-2025,jamesmartin,EMP9381,Jeremy Abbott,Contract,CC101,IT,Replacement,2025-07-06,N,Y,Chair second phone challenge young since.,3.0,,,,2025-09
420.0,ThinkPad T14,Dell,15 inch,ST7148,4985723442350.0,PO962888,2027-04-15,14.0,CC101,admin3,Delhi,Returned,"7971 Cooper Pass Apt. 926, Toddshire, RI 71980",2024-04-15,2027-04-15,Q2-2027,lewing,EMP9932,Bobby Morris,Contract,CC102,IT,New Hire,2025-05-31,N,Y,Human movie sometimes provide.,22.0,,,,2027-04
421.0,MacBook Pro,Apple,17 inch,ST3419,3470752132682.0,PO772614,2027-01-21,17.0,CC102,admin1,Delhi,Returned,"PSC 3982, Box 3442, APO AE 74228",2024-01-22,2027-01-21,Q1-2027,xwilliams,EMP1646,Adam Moore,Full Time,CC104,HR,New Hire,2025-05-04,Y,Y,Front there role development.,19.0,,,,2027-01
422.0,Latitude 5410,Lenovo,13 inch,ST3147,6369308866065.0,PO708170,2026-04-15,26.0,CC102,admin1,Mumbai,Returned,"132 Amber Mills Apt. 394, New Christina, IL 29523",2023-04-16,2026-04-15,Q2-2026,daniel73,EMP6740,Eric Parker,Full Time,CC101,IT,Loner,2023-06-19,N,Y,Fly policy past visit prove.,10.0,,,,2026-04
423.0,MacBook Pro,HP,14 inch,ST2579,952889907287.0,PO169352,2026-06-09,24.0,CC104,admin3,Bangalore,Returned,"054 Davenport Trafficway Suite 369, Lake Eric, NE 36770",2023-06-10,2026-06-09,Q2-2026,torresphyllis,EMP2562,Robert Davis,Contract,CC102,Finance,Loner,2025-12-30,N,N,Miss decade describe late interview play positive.,12.0,,,,2026-06
424.0,EliteBook 840,Apple,15 inch,ST9770,8738753440966.0,PO439639,2026-04-18,26.0,CC104,admin3,Hyderabad,Active,"PSC 4325, Box 8938, APO AA 39493",2023-04-19,2026-04-18,Q2-2026,jeannescott,EMP3262,Bradley Romero,Full Time,CC101,Finance,Replacement,2023-09-05,N,N,Improve worry wife over hear thing baby.,10.0,,,,2026-04
425.0,EliteBook 840,HP,13 inch,ST1343,915631380325.0,PO749406,2025-12-15,30.0,CC102,admin1,Hyderabad,Expired,"319 Wesley Trafficway Suite 171, Lake Michaelmouth, NE 44437",2022-12-16,2025-12-15,Q4-2025,lukekaufman,EMP7726,Amanda Castillo,Full Time,CC103,HR,Replacement,2025-11-07,N,N,Material media tend recently marriage part.,6.0,,,,2025-12
426.0,EliteBook 840,Dell,17 inch,ST2616,2099719241574.0,PO983751,2025-06-24,36.0,CC103,admin1,Delhi,Expired,"4967 Thomas Run Suite 709, Woodsside, UT 22780",2022-06-25,2025-06-24,Q2-2025,ujohnson,EMP1805,Samantha Poole,Intern,CC103,Finance,Replacement,2022-09-09,N,Y,Process possible soon tend itself through.,0.0,,,,2025-06
427.0,Latitude 5410,Dell,13 inch,ST2869,6349194151131.0,PO116113,2026-08-03,22.0,CC102,admin1,Mumbai,Returned,"81004 Sims Forest, Lake Mariaport, MS 23411",2023-08-04,2026-08-03,Q3-2026,lmcdonald,EMP8010,Ian Mccullough,Contract,CC104,IT,New Hire,2025-01-18,N,Y,Voice step well whole.,14.0,,,,2026-08
428.0,ThinkPad T14,Dell,16 inch,ST2343,5026530054554.0,PO294332,2026-08-14,22.0,CC101,admin3,Hyderabad,Assigned,"15168 Larsen Spring, Gardnerfurt, AR 64758",2023-08-15,2026-08-14,Q3-2026,stephenmichael,EMP9738,Richard Townsend,Intern,CC104,IT,New Hire,2025-10-31,N,Y,Marriage beautiful power speak respond.,14.0,,,,2026-08
429.0,EliteBook 840,Lenovo,16 inch,ST4003,891033298454.0,PO200498,2026-09-03,21.0,CC104,admin1,Bangalore,Assigned,"PSC 1906, Box 4352, APO AP 25422",2023-09-04,2026-09-03,Q3-2026,meghanhamilton,EMP5131,Angela Butler,Intern,CC104,Finance,New Hire,2025-12-19,Y,N,Report if relate fly.,15.0,,,,2026-09
430.0,EliteBook 840,Lenovo,13 inch,ST5044,8591031729944.0,PO387856,2026-06-18,24.0,CC101,admin3,Delhi,Active,"PSC 9847, Box 4848, APO AP 04321",2023-06-19,2026-06-18,Q2-2026,steven60,EMP3381,Daniel Paul,Intern,CC101,Operations,Replacement,2024-07-10,N,Y,Policy put point president even.,12.0,,,,2026-06
431.0,Latitude 5410,Dell,15 inch,ST4426,749147950266.0,PO347192,2025-10-08,32.0,CC101,admin1,Bangalore,Assigned,"00811 Manning Green, Port Ronald, NH 38107",2022-10-09,2025-10-08,Q4-2025,jonathan57,EMP5966,Derek Terry,Full Time,CC101,HR,Loner,2025-07-04,Y,N,Class edge beyond prepare themselves people.,4.0,,,,2025-10
432.0,ThinkPad T14,Dell,16 inch,ST8259,2502322513001.0,PO123303,2026-05-05,25.0,CC103,admin1,Hyderabad,Assigned,"51895 Frost Ports, South Nicole, LA 58558",2023-05-06,2026-05-05,Q2-2026,nicole48,EMP7367,Samuel Love,Contract,CC102,HR,New Hire,2024-08-08,N,N,Move imagine as think.,11.0,,,,2026-05
433.0,ThinkPad T14,Dell,14 inch,ST3171,5965984260695.0,PO791171,2025-07-14,35.0,CC101,admin2,Mumbai,Returned,"702 Nicole Stravenue Apt. 925, Jennifertown, IA 40641",2022-07-15,2025-07-14,Q3-2025,marissajackson,EMP3973,Thomas Thompson,Intern,CC102,HR,New Hire,2025-02-01,Y,N,Remember capital month laugh forget crime grow.,1.0,,,,2025-07
434.0,EliteBook 840,HP,16 inch,ST4429,4997429686860.0,PO781878,2026-02-05,28.0,CC103,admin1,Mumbai,Assigned,"4669 Braun Station, Amandaland, GA 38551",2023-02-06,2026-02-05,Q1-2026,amejia,EMP7347,Mrs. Annette Allen,Contract,CC104,Finance,Loner,2023-10-18,N,Y,Anything staff them recently night.,8.0,,,,2026-02
435.0,EliteBook 840,HP,16 inch,ST5737,5616178118994.0,PO892719,2027-04-16,14.0,CC104,admin1,Mumbai,Active,"136 Macdonald Stravenue Apt. 623, West Stephaniefort, ME 56538",2024-04-16,2027-04-16,Q2-2027,james08,EMP2851,Jasmine Wright,Contract,CC101,Operations,Replacement,2025-04-26,N,Y,Section economy himself position.,22.0,,,,2027-04
436.0,MacBook Pro,Dell,16 inch,ST7273,2704894458203.0,PO491138,2026-07-04,23.0,CC104,admin2,Mumbai,Returned,"148 Roberta Square Apt. 148, Garciashire, KS 28682",2023-07-05,2026-07-04,Q3-2026,everetttimothy,EMP6385,Gina Rivera,Intern,CC102,Finance,Replacement,2025-03-06,Y,Y,Newspaper simply gas no indeed.,13.0,,,,2026-07
437.0,ThinkPad T14,Dell,13 inch,ST6983,4288266240347.0,PO620718,2026-06-07,24.0,CC102,admin1,Bangalore,Active,"Unit 1756 Box 2749, DPO AP 96601",2023-06-08,2026-06-07,Q2-2026,jenkinslindsay,EMP9987,Taylor Sandoval,Full Time,CC102,Finance,Replacement,2026-03-27,Y,Y,Mind Republican data hour nothing American top.,12.0,,,,2026-06
438.0,MacBook Pro,Dell,16 inch,ST4734,5464977975283.0,PO635766,2025-08-13,34.0,CC103,admin1,Delhi,Returned,"PSC 3155, Box 1266, APO AE 46686",2022-08-14,2025-08-13,Q3-2025,michael27,EMP5702,Kyle Hall,Full Time,CC103,IT,Loner,2023-04-12,Y,N,Herself manager many.,2.0,,,,2025-08
